1713926427	3443.85074115

1764222885	3001.04075186

3217179555	2501.29387447

3623353053	2337.77360377

1742566624	2143.09102869

2803301701	1684.03431616

1800611161	1411.18146914

1740577714	1344.49896624

1887826884	1343.23539075

2140227493	1216.00537054

2141823055	1190.48836665

2683843043	1096.61364452

2142168143	1052.41279169

2709577332	1036.89887874

2457298570	942.596039032

2697416452	938.0461875

1644395354	935.657056027

2451534844	917.901176767

2891529877	878.973340587

2482557597	878.057546215

2656274875	829.136556639

1700648435	818.491965577

1097201945	816.25446504

3305085281	788.96248665

3069348215	730.436995891

1738932247	721.788171901

2182038504	709.965159402

2660243037	698.721022833

5587568550	663.362140146

1791867263	643.087066376

1703494224	642.349792872

1667486960	608.546074185

1615743184	602.313950065

3018242917	592.906207884

2396658275	584.067723911

1852220282	580.872836063

2141334915	572.433293316

1642591402	562.539117155

2006455031	529.935457082

1784041395	523.906269911

2150511032	522.37202535

1810480195	517.394598094

2660577861	515.23530936

3264689290	496.928484574

2286908003	470.322167523

1789834424	468.231849695

1649155730	465.37886135

1742121542	457.957102584

1314608344	457.335495534

1779744180	453.033858212

